,feature_names,target_names,task_id
6447,"('Leadershipcapability', 'Employeeengagement', 'Workenvironment', 'Payandbenefits')",Employeeretention,6447
6448,"('Customerqueries', 'Supportchannels', 'Agentskills', 'Knowledgebasedepth')",Issueresolutionrate,6448
6449,"('Harddrivespace', 'RAMcapacity', 'GPUcomputingpower', 'CPUcores')",Renderspeed,6449
6450,"('Songpopularity', 'Artistfame', 'Recordlabelpower', 'Radioairplay')",Albumsales,6450
6451,"('Bedrooms', 'Bathrooms', 'Squarefootage', 'Locationscore')",Propertyvalue,6451
6452,"('Proteinamount', 'Carbamount', 'Fatamount', 'Fiberamount')",Mealhealthiness,6452
6453,"('UVexposure', 'Smokingstatus', 'Diet', 'Exerciseroutine')",Skinhealth,6453
6454,"('Fundingamount', 'Managementexpertise', 'Marketsize', 'Competitiveadvantage')",Newventuresurvivalrate,6454
6455,"('Colordepth', 'Resolution', 'Refreshrate', 'Viewingangle')",Displayquality,6455
6456,"('Age', 'Medicalhistory', 'Activitylevel', 'Diet')",Healthcarecosts,6456
6457,"('Acquisitioncost', 'Lifetimevalue', 'Churnrisk', 'Upgradepotential')",Customerprofitability,6457
6458,"('Faultmileage', 'Servicehistory', 'Optionsinstalled', 'Accidenthistory')",Resalevalue,6458
6459,"('Primerate', 'Unemploymentrate', 'Inflationrate', 'Tradepolicy')",Currencyvalue,6459
6460,"('Cultivartype', 'Irrigationmethod', 'Soilpreparation', 'Fertilizerused')",Cropflavor,6460
6461,"('Meshcount', 'Inkviscosity', 'Pressureapplied', 'Curingmethod')",Printdurability,6461
6462,"('Passattempts', 'Completionpercentage', 'Yardsperpass', 'Interceptions')",Quarterbackrating,6462
6463,"('Wingspan', 'Verticalleap', 'Speed', 'Ballhandling')",Draftposition,6463
6464,"('Effectivetaxrate', 'Profitmargin', 'Managementquality', 'Debtlevel')",Creditrating,6464
6465,"('Explorationspending', 'Resourceestimates', 'Productioncosts', 'Commodityprice')",Projectnetpresentvalue,6465
6466,"('Beamthickness', 'Columnsize', 'Materialgrade', 'Earthquakedesignload')",Buildingsafetyfactor,6466
6467,"('Threadcount', 'Fabricweave', 'Garmentlayers', 'Insulationquality')",Thermalprotection,6467
6468,"('Peaktorque', 'Gearratios', 'Shiftspeed', 'Rideheight')",Laptime,6468
6469,"('Ideadifferentiation', 'Customerenthusiasm', 'Leadershipcapability', 'Availablefunding')",Startupmomentum,6469
6470,"('Pixeldensity', 'Coloraccuracy', 'Refreshrate', 'Brightness')",Displayperformance,6470
6471,"('Fatcontent', 'Glycemicload', 'Micronutrients', 'Portionsize')",Mealscore,6471
6472,"('Clickfrequency', 'Scrolldepth', 'Timeonpage', 'Referralsource')",Visitorengagement,6472
6473,"('Strengthofevidence', 'Effectsize', 'Safetyprofile', 'Manufacturingfeasibility')",Clinicalusepotential,6473
6474,"('Bladearea', 'Weightdistribution', 'Strokeefficiency', 'Dragfactor')",Boatspeed,6474
6475,"('Maximumloanamount', 'Interestrate', 'Paymentperiod', 'Collateralquality')",Lendingprofitability,6475
6476,"('Beamdeflection', 'Materialthickness', 'Panelheight', 'Windload')",Structuraladequacy,6476
6477,"('Soilconservationpractices', 'Fertilizerinputs', 'Irrigationmethod', 'Weathervariability')",Sustainableyield,6477
6478,"('Familyhistory', 'Preventivescreening', 'Riskybehaviors', 'Healthcareaccess')",Diseasepreventioneffectiveness,6478
6479,"('Conductorgauge', 'Voltageregulation', 'Transformercapacity', 'Loadforecastaccuracy')",Supplyreliability,6479
6480,"('Capitalintensity', 'Transportationcosts', 'Taxincentives', 'Laborpoolsize')",Manufacturingcosteffectiveness,6480
6481,"('Issueseverity', 'Affectedusers', 'Timetoresolution', 'Rollbackfeasibility')",Servicedisruptionimpact,6481
6482,"('Artistfollowers', 'Songstreamingpopularity', 'Radiosupport', 'Touringpotential')",Albumlaunchsuccess,6482
6483,"('Storagecapacity', 'Bandwidth', 'Latency', 'Redundancylevel')",Serviceuptime,6483
6484,"('Maximumloanamount', 'Borrowerincome', 'Creditscore', 'Interestrate')",Lenderprofit,6484
6485,"('Meshdensity', 'Boundaryconditions', 'Loadvector', 'Solverchoice')",Stressanalysisaccuracy,6485
6486,"('Cultivarselection', 'Plantingdensity', 'Diseasemanagement', 'Harvesttiming')",Cropyieldefficiency,6486
6487,"('Fluidviscosity', 'Pipediameter', 'Systempressure', 'Pumpefficiency')",Volumetricflowrate,6487
6488,"('Focusbudget', 'Targetdemographicsuitability', 'Messagerelevance', 'Channeloptimization')",Campaigneffectiveness,6488
6489,"('Flighthours', 'Crewexperience', 'Navigationsystem', 'Enginemaintenance')",On,6489
6490,"('Debtamount', 'Interestrate', 'Incomeprospects', 'Networth')",Probabilityofdefault,6490
6491,"('Waveheight', 'Period', 'Riverwidth', 'Mangrovepresence')",Flooddamagelikelihood,6491
6492,"('Packetlossrate', 'Jitter', 'Latency', 'Availablebandwidth')",Callquality,6492
6493,"('Guitarwood', 'Fretsize', 'Stringgauge', 'Neckshape')",Playability,6493
6494,"('Issueurgency', 'Customervalue', 'Resourcerequirements', 'Opportunitycosts')",Priorityscore,6494
6495,"('Musicstreamingtraction', 'Tourticketsales', 'Merchandiserevenue', 'Branddeals')",Artistearnings,6495
6496,"('Fieldofview', 'Zoomcapability', 'Imagestabilization', 'Lowlightperformance')",Videoquality,6496
6497,"('APIeaseofuse', 'Featureset', 'Releasefrequency', 'Communitysupport')",Developerexperience,6497
6498,"('Batterycapacity', 'Efficiencylevel', 'Operatingconditions', 'Dutycycle')",Runtime,6498
6499,"('Threadcount', 'Durabilityrating', 'Stainresistance', 'Softness')",Sheetquality,6499
6500,"('Strokeriskfactors', 'Medicationadherence', 'Lifestylechanges', 'Checkupfrequency')",Cardiovasculareventlikelihood,6500
6501,"('Sunexposure', 'Moisturelevel', 'Soilnutrients', 'Diseasepressure')",Cropyield,6501
6502,"('Componentrating', 'Systemcompatibility', 'Noiselevel', 'Overclockability')",PCbuildperformance,6502
6503,"('Fatiguetesting', 'Impactresistance', 'Productionconsistency', 'Specconformance')",Partreliability,6503
6504,"('Salesactivitygoals', 'Competitoractions', 'Shopperpreferences', 'Promotionstrategy')",Revenueachievement,6504
6505,"('Illuminationlevel', 'Colorrendition', 'Glarecontrol', 'Powerconsumption')",Lightingambiance,6505
6506,"('Familyhistory', 'Genetictesting', 'Surveillancefrequency', 'Interventionthreshold')",Cancerdetectionrate,6506
6507,"('Grainyield', 'rainfall', 'soilpH', 'fertilizeramount')",cropproduction,6507
6508,"('Ingredientcost', 'laborcost', 'rentalcost', 'electricitycost')",productioncost,6508
6509,"('Length', 'width', 'height', 'volume')",packingefficiency,6509
6510,"('Enginepower', 'vehicleweight', 'aerodynamics', 'rollingresistance')",fueleconomy,6510
6511,"('Studyhours', 'attendancerate', 'testscores', 'GPA')",graduationlikelihood,6511
6512,"('Marketingbudget', 'awarenesscampaignreach', 'productawareness', 'customersentiment')",salesrevenue,6512
6513,"('Processorspeed', 'RAM', 'storagecapacity', 'graphicscapability')",systemperformance,6513
6514,"('Inflationrate', 'interestrate', 'unemployment', 'GDPgrowth')",economicoutlook,6514
6515,"('Crimerate', 'policefunding', 'recidivismprograms', 'educationfunding')",publicsafety,6515
6516,"('Fatintake', 'proteinintake', 'carbintake', 'fiberintake')",nutritionbalance,6516
6517,"('Practicehours', 'techniquelevel', 'fitnesslevel', 'motivationlevel')",competitionplacement,6517
6518,"('Storetraffic', 'inventorylevel', 'pricediscount', 'promotion')",saleslevel,6518
6519,"('Teacherexperience', 'classsize', 'technologyaccess', 'tutoring')",testscores,6519
6520,"('Cloudcover', 'humidity', 'windspeed', 'temperature')",precipitationlikelihood,6520
6521,"('Employeesatisfaction', 'turnoverrate', 'salaries', 'healthcarebenefits')",productivity,6521
6522,"('Populationdensity', 'infrastructureinvestment', 'regulations', 'economicfreedom')",qualityoflife,6522
6523,"('Concretestrength', 'steelamount', 'foundation', 'buildingheight')",structuralintegrity,6523
6524,"('Age', 'medicalhistory', 'lifestyle', 'geneticpredisposition')",diseaserisk,6524
6525,"('Teamcohesion', 'coaching', 'facilitiesaccess', 'leaguestrength')",matchoutcomes,6525
6526,"('Supplychaindelays', 'shippingcosts', 'importtaxes', 'currencyrates')",operatingcosts,6526
6527,"('Neuronconnections', 'plasticity', 'neurotransmitters', 'neuralstimulation')",memoryrecall,6527
6528,"('Communityinvolvement', 'socialservices', 'greenspaces', 'walkability')",well,6528
6529,"('Researchinvestment', 'IPprotections', 'talentpool', 'techtransfers')",innovationlevel,6529
6530,"('Familysupport', 'studyresources', 'motivation', 'academicpreparation')",collegegraduation,6530
6531,"('Prototypeiterations', 'userfeedback', 'graphicdesign', 'accessibilityoptions')",customersatisfaction,6531
6532,"('Competitionbudget', 'aerodynamics', 'powersystem', 'reliability')",racepace,6532
6533,"('Songlength', 'genre', 'streamingpromotion', 'radioplays')",popularitygain,6533
6534,"('Cloudservers', 'bandwidth', 'latency', 'disasterrecovery')",serviceuptime,6534
6535,"('Employeeskills', 'managementsupport', 'environment', 'resources')",teamoutput,6535
6536,"('Advertisingmediaspend', 'messaging', 'competitivepromotions', 'distribution')",beveragesales,6536
6537,"('Leadnurturing', 'salescallfrequency', 'proposalquality', 'relationshipstrength')",dealconversion,6537
6538,"('Maintenancehistory', 'dutycyclepercentage', 'operatingconditions', 'partwearrates')",assetlifespan,6538
6539,"('Familyincome', 'financialaid', 'meritscholarships', 'livingexpenses')",collegeaffordability,6539
6540,"('Publicawareness', 'earlydetectioninitiatives', 'screeningaccessibility', 'personalizedmedicine')",cancersurvivalrates,6540
6541,"('Habitatprotection', 'pollutioncontrols', 'speciesmonitoring', 'breedingprograms')",biodiversityconservation,6541
6542,"('Housesize', 'landvalue', 'schooldistrictranking', 'crimerate')",propertyvalue,6542
6543,"('Brandawareness', 'customerloyalty', 'productquality', 'distributionnetwork')",marketshare,6543
6544,"('Cybersecurityinvestment', 'accesscontrols', 'encryption', 'trainingcompliance')",databreachlosses,6544
6545,"('Therapyduration', 'socialsupport', 'copingmechanisms', 'medicationadherence')",depressionrecovery,6545
6546,"('Employeepay', 'workplaceculture', 'leadershipeffectiveness', 'growthopportunities')",retentionrate,6546
6547,"('Podcastlength', 'entertainmentvalue', 'guestrelevance', 'listenability')",downloads,6547
6548,"('Influencerreach', 'postengagements', 'affiliatesales', 'clickthroughs')",conversionlift,6548
6549,"('Cloudcover', 'windspeed', 'temperature', 'humidity')",renewableenergyoutput,6549
6550,"('Dietquality', 'exerciseroutine', 'stressmanagement', 'healthcareaccess')",healthoutcomes,6550
6551,"('Highwaylanes', 'trafficcontrols', 'modesharetargets', 'servicefrequency')",congestionrelief,6551
6552,"('Speciespopulation', 'protectedland', 'poachingenforcement', 'habitatconnectivity')",extinctionriskreduction,6552
6553,"('Newusersignups', 'engagementmetrics', 'retentioncampaigns', 'referralbonuses')",subscribergrowth,6553
6554,"('Employeeskills', 'workplacetools', 'managementsupport', 'informationaccess')",teamproductivity,6554
6555,"('Sugarintake', 'fatintake', 'carbintake', 'proteinintake')",weightchange,6555
6556,"('Operatingcosts', 'routeoptimization', 'fleetsize', 'riderdemand')",profitability,6556
6557,"('Focusgroupfeedback', 'packagingrevisions', 'positioning', 'samplereach')",productsentiment,6557
6558,"('Loanterms', 'repaymenthistory', 'jobstability', 'savingsrate')",mortgageeligibility,6558
6559,"('Traininghours', 'simulationpractice', 'proceduresknowledge', 'peerreviews')",surgeryskilllevel,6559
6560,"('Familyhistory', 'lifestylefactors', 'mentalacuityexercises', 'healthcareaccess')",dementialikelihood,6560
6561,"('Rainwaterharvesting', 'irrigationefficiency', 'soilmanagement', 'cropselection')",farmresilience,6561
6562,"('Vehiclerange', 'chargingspeed', 'ridecomfort', 'reliabilityratings')",EVadoptionreadiness,6562
6563,"('Healthknowledge', 'foodaccess', 'lifestylechanges', 'communityresources')",diseasemanagement,6563
6564,"('Cloudinfrastructurespend', 'datagovernance', 'complianceauditing', 'encryptionstrength')",platformsecurity,6564
6565,"('Employeeengagement', 'professionaldevelopment', 'mentoringprograms', 'recognition')",staffloyalty,6565
6566,"('Advertisingspend', 'messagingresonance', 'competitivepromotions', 'distributioncoverage')",servicesubscribers,6566
6567,"('Prototypeiterations', 'developerexperience', 'userfeedbackcycles', 'launchtiming')",product,6567
6568,"('Storeassociateavailability', 'inventoryaccuracy', 'mobileintegration', 'deliveryoptions')",customersatisfaction,6568
6569,"('Patienthealthliteracy', 'carecoordination', 'medicationadherence', 'socialsupport')",treatmentoutcomes,6569
6570,"('Fueleconomy', 'cargocapacity', 'maintenancecosts', 'desirability')",fleetacquisition,6570
6571,"('Testingthroughput', 'genomicdatabase', 'biomarkerdiscovery', 'trialmatching')",treatmentpersonalization,6571
6572,"('Weatherizationgrants', 'incentiveprograms', 'buildingcodes', 'appliancestandards')",homeenergyefficiency,6572
6573,"('Transportationaccess', 'healthcarefacilities', 'publicsafety', 'governance')",citylivability,6573
6574,"('Employeeskills', 'managementeffectiveness', 'technologyinfrastructure', 'remoteworkoptions')",operationalresilience,6574
6575,"('Renewablemix', 'gridmodernization', 'electrificationinitiatives', 'demandflexibility')",electricitydecarbonization,6575
6576,"('Drugtoxicity', 'adverseevents', 'biomarkersignals', 'efficacymeasures')",clinicaladvancement,6576
6577,"('Applicationresponsetimes', 'scalability', 'securitypatches', 'uptime')",platformstability,6577
6578,"('Supplychainfinance', 'customsprocesses', 'infrastructureadequacy', 'localpartnerships')",exportgrowth,6578
6579,"('Employeepay', 'workplaceculture', 'leadershipeffectiveness', 'growthopportunities')",retentionrate,6579
6580,"('Socialmediacontent', 'influenceraffiliations', 'sitevisitors', 'emailcapture')",brandawareness,6580
6581,"('Proteinsources', 'micronutrientdensity', 'glycemicindex', 'fibercontent')",dietquality,6581
6582,"('Operatingcosts', 'utilizationrates', 'preventivemaintenance', 'equipmentage')",assetprofitability,6582
6583,"('Weatherdata', 'cropmodels', 'soilmappings', 'farmereducation')",agriculturalproductivity,6583
6584,"('Chargingspeed', 'batteryrange', 'vehiclestyling', 'reliabilityratings')",EVdesirability,6584
6585,"('Healthknowledge', 'foodaccess', 'lifestylechanges', 'communityresources')",diseasemanagement,6585
6586,"('Renewableenergy', 'electrificationmeasures', 'gridenhancements', 'flexibledemand')",decarbonization,6586
6587,"('Toxicityindicators', 'biomarkersignals', 'efficacymeasures', 'safetymargins')",drugadvancement,6587
6588,"('Loadtesting', 'securityauditing', 'redundancyplanning', 'uptimegoals')",platformresilience,6588
6589,"('Exportpotential', 'tradeenablingagreements', 'promotionalsupport', 'partnerconnections')",salesgrowth,6589
6590,"('Websiteperformance', 'featuredcontent', 'emailcaptureforms', 'paidsearchbudget')",visitortraffic,6590
6591,"('Ingredientquality', 'macronutrienttargets', 'mealsatisfaction', 'subscriptionflexibility')",customerretention,6591
6592,"('Equipmentmonitoring', 'preventivemaintenance', 'operatorskills', 'dutycyclemanagement')",uptime,6592
6593,"('Vehiclerange', 'fastcharging', 'ridequality', 'brandtrust')",EVpurchaseintent,6593
6594,"('Healthliteracyprograms', 'carecoordination', 'medicationaccess', 'socialservices')",chronicdiseasecontrol,6594
6595,"('Renewableenergypenetration', 'electrificationinitiatives', 'gridmodernization', 'flexibledemand')",powersectordecarbonization,6595
6596,"('Toxicityscreening', 'targetvalidation', 'clinicaltrialdesign', 'safetymonitoring')",newdrugapproval,6596
6597,"('Securitytesting', 'accesscontrols', 'dataencryption', 'redundancyplanning')",systemprotection,6597
6598,"('Exportmarketdemand', 'tradeagreements', 'shipmenthandling', 'promotionalsupport')",salesrevenue,6598
6599,"('Siteperformance', 'contentoptimization', 'leadcapture', 'paidsearch')",visitorengagement,6599
6600,"('Ingredientsustainability', 'tasteprofile', 'nutritionquality', 'deliveryexperience')",customersatisfaction,6600
6601,"('Equipmentconditionmonitoring', 'maintenanceplanning', 'operatorskills', 'productionscheduling')",operationalefficiency,6601
6602,"('Flowrate', 'pressure', 'temperature', 'viscosity')",yield,6602
6603,"('Height', 'width', 'depth', 'area')",volume,6603
6604,"('Sugarcontent', 'acidity', 'colorintensity', 'aroma')",tasterating,6604
6605,"('Leglength', 'armlength', 'torsolength', 'musclemass')",strength,6605
6606,"('Studytime', 'classattendance', 'quizscores', 'homeworkgrades')",examgrade,6606
6607,"('Rainfall', 'soilpH', 'sunlighthours', 'fertilizeramount')",cropyield,6607
6608,"('Velocity', 'acceleration', 'mass', 'dragforce')",stoppingdistance,6608
6609,"('Membranethickness', 'permeability', 'surfacearea', 'concentrationgradient')",diffusionrate,6609
6610,"('Heartrate', 'bloodpressure', 'cholesterol', 'triglycerides')",cardiacrisk,6610
6611,"('Length', 'width', 'luminousintensity', 'efficiency')",lightoutput,6611
6612,"('Frequency', 'amplitude', 'phase', 'harmonics')",soundquality,6612
6613,"('Density', 'thermalconductivity', 'specificheat', 'temperaturedifference')",heattransferrate,6613
6614,"('Tensilestrength', 'elasticity', 'crosssectionalarea', 'appliedforce')",elongation,6614
6615,"('Hardness', 'fracturetoughness', 'grainsize', 'impurities')",wearresistance,6615
6616,"('Airresistance', 'weight', 'thrust', 'wingspan')",lift,6616
6617,"('Fatcontent', 'proteincontent', 'fibercontent', 'calories')",fullnessrating,6617
6618,"('Age', 'income', 'familysize', 'mileage')",carinsurancepremium,6618
6619,"('Crimerate', 'unemployment', 'highschoolgraduationrate', 'policingbudget')",safetyrating,6619
6620,"('Population', 'economicgrowth', 'arableland', 'freshwateravailability')",developmentindex,6620
6621,"('Decibels', 'frequencydistribution', 'duration', 'impulseresponses')",soundquality,6621
6622,"('Demand', 'fixedcosts', 'variablecosts', 'competition')",profitmargin,6622
6623,"('Principalbalance', 'interestrate', 'loanterm', 'creditscore')",monthlypayment,6623
6624,"('Ambientpressure', 'flowvelocity', 'pipediameter', 'roughnessheight')",headloss,6624
6625,"('Forceinput', 'dampingratio', 'naturalfrequency', 'stiffness')",peakacceleration,6625
6626,"('Height', 'weight', 'age', 'income')",networth,6626
6627,"('Length', 'width', 'area', 'volume')",cost,6627
6628,"('Speed', 'acceleration', 'mass', 'force')",energy,6628
6629,"('Temperature', 'pressure', 'volume', 'particles')",density,6629
6630,"('Charge', 'current', 'resistance', 'voltage')",power,6630
6631,"('Population', 'births', 'deaths', 'area')",density,6631
6632,"('Rainfall', 'evaporation', 'infiltration', 'runoff')",reservoirlevel,6632
6633,"('pH', 'dissolvedoxygen', 'turbidity', 'nutrients')",waterquality,6633
6634,"('Calories', 'fat', 'protein', 'fiber')",nutritionalvalue,6634
6635,"('Yield', 'irrigation', 'sunlight', 'soilquality')",cropproduction,6635
6636,"('Miles', 'gallons', 'enginesize', 'modelyear')",marketvalue,6636
6637,"('Supply', 'demand', 'price', 'marketing')",sales,6637
6638,"('Literacy', 'schoolspending', 'teacherpay', 'classsize')",testscores,6638
6639,"('Crimerate', 'policeofficers', 'convictions', 'unemployment')",publicsafety,6639
6640,"('Satisfaction', 'recommendations', 'complaints', 'responsetime')",customerloyalty,6640
6641,"('Processingpower', 'memory', 'graphics', 'batterylife')",performance,6641
6642,"('Innovation', 'patents', 'investment', 'profits')",firmvalue,6642
6643,"('Policy', 'regulation', 'taxrates', 'incentives')",economicgrowth,6643
6644,"('Genes', 'diet', 'exercise', 'stresslevels')",lifeexpectancy,6644
6645,"('Velocity', 'viscosity', 'pipediameter', 'pressure')",flowrate,6645
6646,"('Ads', 'clicks', 'timeonsite', 'bouncerate')",conversions,6646
6647,"('Impressions', 'engagement', 'shares', 'influencers')",reach,6647
6648,"('Inputs', 'processes', 'outputs', 'feedback')",productivity,6648
6649,"('Effort', 'ability', 'support', 'resilience')",success,6649
6650,"('Foundation', 'framing', 'finishes', 'location')",homevalue,6650
6651,"('Principal', 'interestrate', 'months', 'extrapayments')",payoffdate,6651
6652,"('Duration', 'payroll', 'materials', 'overhead')",projectcost,6652
6653,"('Frequency', 'amplitude', 'phase', 'harmonics')",sound,6653
6654,"('Tones', 'textures', 'shapes', 'colors')",aestheticappeal,6654
6655,"('Motifs', 'transitions', 'syncopations', 'key')",musicality,6655
6656,"('Lines', 'space', 'light', 'movement')",artisticmerit,6656
6657,"('Characterization', 'plot', 'theme', 'style')",literaryquality,6657
6658,"('Truth', 'compassion', 'peace', 'purpose')",well,6658
6659,"('awareness', 'growthmindset', 'grit', 'relationships')",fulfillment,6659
6660,"('Position', 'momentum', 'acceleration', 'force')",motion,6660
6661,"('Potential', 'current', 'resistance', 'conductivity')",power,6661
6662,"('Roomlength', 'roomwidth', 'windowarea', 'doorarea')",roombrightness,6662
6663,"('Batteryvoltage', 'dischargerate', 'temperature', 'age')",remainingbatterylife,6663
6664,"('Rainfall', 'evaporationrate', 'plantdensity', 'soilpH')",cropyield,6664
6665,"('Studyhours', 'cramminghours', 'examdifficulty', 'grademotivation')",testscore,6665
6666,"('Commutedistance', 'trafficlevel', 'carage', 'gasprice')",commutetime,6666
6667,"('Height', 'armspan', 'leglength', 'footsize')",clothingsize,6667
6668,"('Processorspeed', 'RAM', 'screensize', 'batterycapacity')",computerperformance,6668
6669,"('Fatintake', 'proteinintake', 'carbintake', 'fiberintake')",weightchange,6669
6670,"('Interestrate', 'mortgageterm', 'downpayment', 'incomelevel')",monthlypayment,6670
6671,"('Practicehours', 'techniquelevel', 'fitnesslevel', 'recoverytime')",racefinishtime,6671
6672,"('Sunexposure', 'temperature', 'soilmoisture', 'fertilizeramount')",plantgrowth,6672
6673,"('Moviebudget', 'directorexperience', 'castfame', 'genrepopularity')",boxoffice,6673
6674,"('Inflationrate', 'unemploymentrate', 'GDPgrowth', 'policyrate')",stockreturn,6674
6675,"('Altitude', 'oxygenlevel', 'weatherconditions', 'equipmentweight')",hikedifficulty,6675
6676,"('Topiccomplexity', 'studentability', 'teachingmethod', 'classengagement')",testimprovement,6676
6677,"('Sugarcontent', 'watercontent', 'risingtime', 'oventemperature')",breadfluffiness,6677
6678,"('Purchasequantity', 'shippingcost', 'importtax', 'exchangerate')",totalordercost,6678
6679,"('Windspeed', 'panelefficiency', 'inverterperformance', 'sunlighthours')",energygeneration,6679
6680,"('Companyrevenue', 'profitmargin', 'investorsentiment', 'presscoverage')",stockprice,6680
6681,"('Noiselevel', 'architecture', 'decoration', 'guestcapacity')",restaurantambience,6681
6682,"('Soldierstrength', 'weaponsupply', 'terrainfamiliarity', 'weathercondition')",missionsuccesslikelihood,6682
6683,"('Carweight', 'enginepower', 'aerodynamicdesign', 'tiregrip')",topspeed,6683
6684,"('Populationdensity', 'pollutionlevel', 'greenspaceavailability', 'publictransitquality')",residenthappiness,6684
6685,"('Gravity', 'launchangle', 'initialvelocity', 'windresistance')",projectilerange,6685
6686,"('Flowerwaterneeds', 'soildrainage', 'sunlightamount', 'fertilizerused')",numberofblooms,6686
6687,"('Numberofemployees', 'officelocation', 'technologyinfrastructure', 'leadership')",companygrowth,6687
6688,"('Memorycapability', 'storagecapacity', 'processorcores', 'batterylife')",laptopprice,6688
6689,"('Ingredientcost', 'dishcomplexity', 'chefskill', 'presentationflair')",menuprice,6689
6690,"('Squarefootage', 'lotsize', 'age', 'renovationsdone')",houseprice,6690
6691,"('Cloudcover', 'humidity', 'windspeed', 'temperature')",rainlikelihood,6691
6692,"('Advertisingbudget', 'messagecontent', 'audiencesize', 'competitivepressure')",saleslift,6692
6693,"('Woolquality', 'loomtechnology', 'artisanskill', 'designintricacy')",rugvalue,6693
6694,"('Playerability', 'teamcohesion', 'coachingstrategy', 'homeadvantage')",matchoutcome,6694
6695,"('Brushtechnique', 'paintquality', 'canvastexture', 'colorpalette')",artworkbeauty,6695
6696,"('Economicgrowth', 'unemploymentrate', 'policydecisions', 'businessoptimism')",investmentlevel,6696
6697,"('Availablecredit', 'existingdebt', 'income', 'expenditure')",creditscore,6697
6698,"('Studentattendance', 'studytime', 'testdifficulty', 'coursepace')",examscore,6698
6699,"('Ingredientquality', 'chefskill', 'recipecomplexity', 'toolsused')",mealtastiness,6699
6700,"('Enginepower', 'fuelefficiency', 'size', 'luxuryfeatures')",carprice,6700
6701,"('Lightintensity', 'temperature', 'soilpH', 'fertilizeramount')",plantyield,6701
6702,"('Threadcount', 'fabricbreathability', 'seamstrength', 'fit')",clothingcomfort,6702
6703,"('Inflation', 'unemployment', 'interestrates', 'fiscalpolicy')",currencyvalue,6703
6704,"('Numberofworkers', 'projectscope', 'resourceavailability', 'weatherdelays')",constructiontime,6704
6705,"('Preyabundance', 'predatorpopulation', 'climateconditions', 'habitatloss')",speciessurvival,6705
6706,"('Fatcontent', 'sugarcontent', 'fibercontent', 'portionsize')",calorieamount,6706
6707,"('Cloudcover', 'humidity', 'airpressure', 'windspeed')",precipitationamount,6707
6708,"('Ingredientcompatibility', 'preparationmethod', 'cooktime', 'recipeclarity')",dishquality,6708
6709,"('Commutingdistance', 'modechoice', 'routeoptions', 'congestionlevel')",traveltime,6709
6710,"('Playermotivation', 'coachingquality', 'injuryhistory', 'teammatetrust')",performanceconsistency,6710
6711,"('Soilnutrients', 'irrigationmethod', 'sunlightexposure', 'pestmanagement')",cropyield,6711
6712,"('Interestrates', 'inflation', 'tradepolicy', 'fiscalstimulus')",economicgrowth,6712
6713,"('Enginepower', 'transmissiontype', 'chassisrigidity', 'aerodynamics')",laptime,6713
6714,"('Classattendance', 'studyhabits', 'examdifficulty', 'gradingscale')",finalgrade,6714
6715,"('Ingredientquality', 'recipecomplexity', 'ovensettings', 'bakerskill')",pastryfluffiness,6715
6716,"('Componentcompatibility', 'cablemanagement', 'coolingefficiency', 'buildexpertise')",PCstability,6716
6717,"('Suspensionsettings', 'tirecompound', 'fuelload', 'driverability')",pitstoptime,6717
6718,"('Fatcontent', 'sugarcontent', 'sodiumcontent', 'servingsize')",mealhealthiness,6718
6719,"('Clouddensity', 'windspeed', 'temperature', 'humidity')",stormseverity,6719
6720,"('Interestrate', 'downpayment', 'loanterm', 'borrowerincome')",monthlypayment,6720
6721,"('Soilfertility', 'sunlighthours', 'irrigationfrequency', 'seedviability')",plantyield,6721
6722,"('Companyrevenue', 'profitmargin', 'marketshare', 'brandvalue')",stockprice,6722
6723,"('Ingredientinteraction', 'preparationmethod', 'cooktechnique', 'recipeclarity')",mealtastiness,6723
6724,"('Threadcount', 'fabricweave', 'garmentshape', 'tailoringskill')",clothingappearance,6724
6725,"('Ideauniqueness', 'teamcapability', 'resourceavailability', 'executionrigor')",startupsuccess,6725
6726,"('Lightstrength', 'temperature', 'soilpH', 'fertilizeramount')",flowerbloomrate,6726
6727,"('Speciespopulation', 'foodavailability', 'predationpressure', 'climatechange')",extinctionrisk,6727
6728,"('Inflationrate', 'consumerspending', 'businessinvestment', 'policydecisions')",GDPgrowth,6728
6729,"('Clouddensity', 'airpressure', 'windspeed', 'temperaturedifferential')",stormseverity,6729
6730,"('Fatcontent', 'carbcontent', 'proteincontent', 'fibercontent')",foodenergydensity,6730
6731,"('Enginepower', 'drivetrainefficiency', 'aerodynamicdrag', 'curbweight')",fueleconomy,6731
6732,"('Seedingrate', 'irrigationfrequency', 'soilfertility', 'pestpressure')",cropyieldperacre,6732
6733,"('Marketingbudget', 'campaignreach', 'messageimpact', 'brandawareness')",salesincrease,6733
6734,"('Ingredientquality', 'preparationmethod', 'recipecomplexity', 'cookskill')",mealdeliciousness,6734
6735,"('Interestrates', 'corporateearnings', 'economicoutlook', 'investorsentiment')",stockperformance,6735
6736,"('Classduration', 'homeworkload', 'examscope', 'studentaptitude')",coursecomprehension,6736
6737,"('Threadcount', 'fabricbreathability', 'insulationquality', 'stitchingfinesse')",blanketwarmth,6737
6738,"('Lightexposure', 'temperature', 'soilnutrition', 'wateravailability')",planthealth,6738
6739,"('Fatcontent', 'carbcontent', 'proteincontent', 'fibercontent')",caloriedensity,6739
