input,target,trial_id,task_id
"[3.0, 2.0, 3.0]",speeches,90,642
"[1.0, 5.0, 3.0]",opinioneditorials,91,642
"[4.0, 1.0, 1.0]",speeches,92,642
"[2.0, 6.0, 6.0]",opinioneditorials,93,642
"[6.0, 3.0, 2.0]",speeches,94,642
"[5.0, 4.0, 5.0]",opinioneditorials,95,642
"[3.0, 5.0, 6.0]",speeches,96,642
"[1.0, 2.0, 1.0]",opinioneditorials,97,642
"[4.0, 6.0, 3.0]",speeches,98,642
"[2.0, 5.0, 5.0]",opinioneditorials,99,642
"[0.8, 0.4, 0.2]",academicpapers,0,643
"[0.9, 0.6, 0.3]",academicpapers,1,643
"[0.5, 0.7, 0.1]",academicpapers,2,643
"[0.7, 0.5, 0.4]",academicpapers,3,643
"[0.6, 0.8, 0.2]",academicpapers,4,643
"[0.4, 0.3, 0.5]",legalbriefs,5,643
"[0.3, 0.2, 0.6]",legalbriefs,6,643
"[0.8, 0.9, 0.1]",academicpapers,7,643
"[0.9, 0.8, 0.4]",academicpapers,8,643
"[0.2, 0.5, 0.7]",legalbriefs,9,643
"[0.5, 0.4, 0.3]",academicpapers,10,643
"[0.7, 0.6, 0.2]",academicpapers,11,643
"[0.1, 0.3, 0.8]",legalbriefs,12,643
"[0.4, 0.7, 0.5]",academicpapers,13,643
"[0.9, 0.5, 0.3]",academicpapers,14,643
"[0.3, 0.2, 0.9]",legalbriefs,15,643
"[0.6, 0.8, 0.5]",academicpapers,16,643
"[0.8, 0.4, 0.6]",academicpapers,17,643
"[0.2, 0.1, 0.7]",legalbriefs,18,643
"[0.5, 0.9, 0.4]",academicpapers,19,643
"[0.7, 0.3, 0.6]",academicpapers,20,643
"[0.1, 0.5, 0.8]",legalbriefs,21,643
"[0.4, 0.6, 0.3]",academicpapers,22,643
"[0.9, 0.7, 0.2]",academicpapers,23,643
"[0.3, 0.4, 0.9]",legalbriefs,24,643
"[0.6, 0.5, 0.7]",academicpapers,25,643
"[0.8, 0.2, 0.5]",academicpapers,26,643
"[0.2, 0.6, 0.8]",legalbriefs,27,643
"[0.5, 0.3, 0.4]",academicpapers,28,643
"[0.7, 0.9, 0.6]",academicpapers,29,643
"[0.1, 0.8, 0.3]",legalbriefs,30,643
"[0.4, 0.2, 0.7]",legalbriefs,31,643
"[0.9, 0.6, 0.5]",academicpapers,32,643
"[0.3, 0.9, 0.2]",legalbriefs,33,643
"[0.6, 0.7, 0.8]",academicpapers,34,643
"[0.8, 0.5, 0.3]",academicpapers,35,643
"[0.2, 0.4, 0.9]",legalbriefs,36,643
"[0.5, 0.2, 0.6]",academicpapers,37,643
"[0.7, 0.4, 0.8]",academicpapers,38,643
"[0.1, 0.9, 0.5]",legalbriefs,39,643
"[0.4, 0.8, 0.2]",academicpapers,40,643
"[0.9, 0.3, 0.7]",academicpapers,41,643
"[0.3, 0.5, 0.9]",legalbriefs,42,643
"[0.6, 0.2, 0.8]",academicpapers,43,643
"[0.8, 0.9, 0.6]",academicpapers,44,643
"[0.2, 0.7, 0.4]",legalbriefs,45,643
"[0.5, 0.6, 0.3]",academicpapers,46,643
"[0.7, 0.5, 0.9]",academicpapers,47,643
"[0.1, 0.2, 0.8]",legalbriefs,48,643
"[0.4, 0.3, 0.7]",legalbriefs,49,643
"[0.9, 0.4, 0.5]",academicpapers,50,643
"[0.3, 0.6, 0.8]",legalbriefs,51,643
"[0.6, 0.9, 0.2]",academicpapers,52,643
"[0.8, 0.7, 0.3]",academicpapers,53,643
"[0.2, 0.5, 0.6]",legalbriefs,54,643
"[0.5, 0.8, 0.4]",academicpapers,55,643
"[0.7, 0.2, 0.9]",academicpapers,56,643
"[0.1, 0.4, 0.7]",legalbriefs,57,643
"[0.4, 0.9, 0.5]",academicpapers,58,643
"[0.9, 0.2, 0.8]",academicpapers,59,643
"[0.3, 0.7, 0.4]",legalbriefs,60,643
"[0.6, 0.5, 0.9]",academicpapers,61,643
"[0.8, 0.3, 0.6]",academicpapers,62,643
"[0.2, 0.8, 0.5]",legalbriefs,63,643
"[0.5, 0.4, 0.7]",academicpapers,64,643
"[0.7, 0.9, 0.3]",academicpapers,65,643
"[0.1, 0.6, 0.8]",legalbriefs,66,643
"[0.4, 0.2, 0.9]",legalbriefs,67,643
"[0.9, 0.7, 0.4]",academicpapers,68,643
"[0.3, 0.5, 0.6]",legalbriefs,69,643
"[0.6, 0.8, 0.7]",academicpapers,70,643
"[0.8, 0.4, 0.5]",academicpapers,71,643
"[0.2, 0.3, 0.9]",legalbriefs,72,643
"[0.5, 0.9, 0.2]",academicpapers,73,643
"[0.7, 0.6, 0.8]",academicpapers,74,643
"[0.1, 0.7, 0.4]",legalbriefs,75,643
"[0.4, 0.5, 0.6]",academicpapers,76,643
"[0.9, 0.8, 0.5]",academicpapers,77,643
"[0.3, 0.2, 0.8]",legalbriefs,78,643
"[0.6, 0.4, 0.9]",academicpapers,79,643
"[0.8, 0.3, 0.7]",academicpapers,80,643
"[0.2, 0.9, 0.5]",legalbriefs,81,643
"[0.5, 0.7, 0.3]",academicpapers,82,643
"[0.7, 0.5, 0.8]",academicpapers,83,643
"[0.1, 0.3, 0.9]",legalbriefs,84,643
"[0.4, 0.6, 0.5]",academicpapers,85,643
"[0.9, 0.4, 0.7]",academicpapers,86,643
"[0.3, 0.8, 0.4]",legalbriefs,87,643
"[0.6, 0.7, 0.2]",academicpapers,88,643
"[0.8, 0.9, 0.5]",academicpapers,89,643
"[0.2, 0.4, 0.7]",legalbriefs,90,643
"[0.5, 0.3, 0.9]",academicpapers,91,643
"[0.7, 0.2, 0.8]",academicpapers,92,643
"[0.1, 0.5, 0.6]",legalbriefs,93,643
"[0.4, 0.8, 0.3]",academicpapers,94,643
"[0.9, 0.6, 0.7]",academicpapers,95,643
"[0.3, 0.4, 0.8]",legalbriefs,96,643
"[0.6, 0.5, 0.9]",academicpapers,97,643
"[0.8, 0.7, 0.4]",academicpapers,98,643
"[0.2, 0.9, 0.6]",legalbriefs,99,643
"[0.42, 0.71, 0.28]",lyricpoetry,0,644
"[0.91, 0.46, 0.55]",epicpoetry,1,644
"[0.18, 0.93, 0.62]",lyricpoetry,2,644
"[0.67, 0.39, 0.81]",epicpoetry,3,644
"[0.85, 0.58, 0.31]",lyricpoetry,4,644
"[0.49, 0.75, 0.44]",epicpoetry,5,644
"[0.36, 0.29, 0.97]",lyricpoetry,6,644
"[0.93, 0.64, 0.19]",epicpoetry,7,644
"[0.59, 0.83, 0.73]",lyricpoetry,8,644
"[0.25, 0.51, 0.68]",epicpoetry,9,644
"[0.82, 0.43, 0.56]",lyricpoetry,10,644
"[0.69, 0.92, 0.35]",epicpoetry,11,644
"[0.44, 0.67, 0.89]",lyricpoetry,12,644
"[0.96, 0.27, 0.48]",epicpoetry,13,644
"[0.61, 0.85, 0.22]",lyricpoetry,14,644
"[0.53, 0.49, 0.76]",epicpoetry,15,644
"[0.77, 0.38, 0.94]",lyricpoetry,16,644
"[0.32, 0.98, 0.61]",epicpoetry,17,644
"[0.89, 0.65, 0.17]",lyricpoetry,18,644
"[0.46, 0.79, 0.52]",epicpoetry,19,644
"[0.21, 0.87, 0.95]",lyricpoetry,20,644
"[0.98, 0.33, 0.69]",epicpoetry,21,644
"[0.73, 0.59, 0.41]",lyricpoetry,22,644
"[0.55, 0.91, 0.83]",epicpoetry,23,644
"[0.38, 0.62, 0.25]",lyricpoetry,24,644
"[0.81, 0.45, 0.58]",epicpoetry,25,644
"[0.95, 0.77, 0.32]",lyricpoetry,26,644
"[0.29, 0.94, 0.67]",epicpoetry,27,644
"[0.63, 0.52, 0.89]",lyricpoetry,28,644
"[0.48, 0.86, 0.51]",epicpoetry,29,644
"[0.19, 0.31, 0.96]",lyricpoetry,30,644
"[0.92, 0.68, 0.43]",epicpoetry,31,644
"[0.57, 0.82, 0.29]",lyricpoetry,32,644
"[0.41, 0.97, 0.75]",epicpoetry,33,644
"[0.86, 0.55, 0.64]",lyricpoetry,34,644
"[0.33, 0.48, 0.92]",epicpoetry,35,644
"[0.75, 0.39, 0.18]",lyricpoetry,36,644
"[0.99, 0.63, 0.85]",epicpoetry,37,644
"[0.51, 0.96, 0.46]",lyricpoetry,38,644
"[0.26, 0.71, 0.59]",epicpoetry,39,644
"[0.83, 0.54, 0.38]",lyricpoetry,40,644
"[0.65, 0.92, 0.72]",epicpoetry,41,644
"[0.42, 0.28, 0.99]",lyricpoetry,42,644
"[0.59, 0.83, 0.51]",epicpoetry,43,644
"[0.35, 0.67, 0.26]",lyricpoetry,44,644
"[0.91, 0.49, 0.82]",epicpoetry,45,644
"[0.79, 0.35, 0.97]",lyricpoetry,46,644
"[0.47, 0.95, 0.69]",epicpoetry,47,644
"[0.22, 0.62, 0.85]",lyricpoetry,48,644
"[0.98, 0.77, 0.43]",epicpoetry,49,644
"[0.67, 0.59, 0.32]",lyricpoetry,50,644
"[0.53, 0.91, 0.67]",epicpoetry,51,644
"[0.88, 0.46, 0.28]",lyricpoetry,52,644
"[0.31, 0.85, 0.52]",epicpoetry,53,644
"[0.44, 0.63, 0.98]",lyricpoetry,54,644
"[0.92, 0.58, 0.76]",epicpoetry,55,644
"[0.71, 0.33, 0.49]",lyricpoetry,56,644
"[0.55, 0.99, 0.82]",epicpoetry,57,644
"[0.26, 0.72, 0.95]",lyricpoetry,58,644
"[0.82, 0.51, 0.69]",epicpoetry,59,644
"[0.49, 0.85, 0.37]",lyricpoetry,60,644
"[0.97, 0.65, 0.52]",epicpoetry,61,644
"[0.38, 0.43, 0.92]",lyricpoetry,62,644
"[0.63, 0.98, 0.76]",epicpoetry,63,644
"[0.95, 0.59, 0.21]",lyricpoetry,64,644
"[0.46, 0.79, 0.65]",epicpoetry,65,644
"[0.75, 0.48, 0.89]",lyricpoetry,66,644
"[0.29, 0.96, 0.51]",epicpoetry,67,644
"[0.52, 0.82, 0.33]",lyricpoetry,68,644
"[0.99, 0.67, 0.85]",epicpoetry,69,644
"[0.41, 0.54, 0.96]",lyricpoetry,70,644
"[0.86, 0.49, 0.72]",epicpoetry,71,644
"[0.33, 0.71, 0.28]",lyricpoetry,72,644
"[0.92, 0.83, 0.56]",epicpoetry,73,644
"[0.59, 0.46, 0.99]",lyricpoetry,74,644
"[0.27, 0.95, 0.67]",epicpoetry,75,644
"[0.81, 0.62, 0.41]",lyricpoetry,76,644
"[0.68, 0.98, 0.82]",epicpoetry,77,644
"[0.44, 0.79, 0.25]",lyricpoetry,78,644
"[0.55, 0.92, 0.69]",epicpoetry,79,644
"[0.22, 0.53, 0.96]",lyricpoetry,80,644
"[0.97, 0.63, 0.51]",epicpoetry,81,644
"[0.71, 0.39, 0.88]",lyricpoetry,82,644
"[0.49, 0.85, 0.72]",epicpoetry,83,644
"[0.38, 0.67, 0.29]",lyricpoetry,84,644
"[0.92, 0.46, 0.83]",epicpoetry,85,644
"[0.59, 0.71, 0.97]",lyricpoetry,86,644
"[0.33, 0.98, 0.61]",epicpoetry,87,644
"[0.82, 0.54, 0.43]",lyricpoetry,88,644
"[0.65, 0.92, 0.76]",epicpoetry,89,644
"[0.42, 0.28, 0.95]",lyricpoetry,90,644
"[0.47, 0.83, 0.52]",epicpoetry,91,644
"[0.79, 0.35, 0.18]",lyricpoetry,92,644
"[0.99, 0.77, 0.69]",epicpoetry,93,644
"[0.67, 0.59, 0.32]",lyricpoetry,94,644
"[0.53, 0.91, 0.67]",epicpoetry,95,644
"[0.88, 0.46, 0.28]",lyricpoetry,96,644
"[0.31, 0.85, 0.52]",epicpoetry,97,644
"[0.44, 0.63, 0.98]",lyricpoetry,98,644
"[0.92, 0.58, 0.76]",epicpoetry,99,644
"[3.0, 6.0, 2.0]",firstperson,0,645
"[2.0, 5.0, 4.0]",thirdperson,1,645
"[1.0, 7.0, 1.0]",firstperson,2,645
"[4.0, 3.0, 6.0]",thirdperson,3,645
"[2.0, 2.0, 5.0]",thirdperson,4,645
"[6.0, 8.0, 3.0]",firstperson,5,645
"[5.0, 4.0, 2.0]",thirdperson,6,645
"[3.0, 9.0, 1.0]",firstperson,7,645
"[1.0, 1.0, 7.0]",thirdperson,8,645
"[7.0, 6.0, 4.0]",firstperson,9,645
"[4.0, 5.0, 3.0]",thirdperson,10,645
"[2.0, 8.0, 6.0]",thirdperson,11,645
"[6.0, 3.0, 2.0]",firstperson,12,645
"[5.0, 2.0, 8.0]",thirdperson,13,645
"[3.0, 1.0, 5.0]",firstperson,14,645
"[1.0, 4.0, 9.0]",thirdperson,15,645
"[8.0, 7.0, 1.0]",firstperson,16,645
"[4.0, 6.0, 2.0]",thirdperson,17,645
"[2.0, 3.0, 8.0]",thirdperson,18,645
"[6.0, 9.0, 4.0]",firstperson,19,645
"[5.0, 8.0, 3.0]",thirdperson,20,645
"[3.0, 5.0, 6.0]",firstperson,21,645
"[1.0, 2.0, 7.0]",thirdperson,22,645
"[7.0, 4.0, 1.0]",firstperson,23,645
"[4.0, 9.0, 5.0]",thirdperson,24,645
"[2.0, 1.0, 9.0]",thirdperson,25,645
"[6.0, 5.0, 8.0]",firstperson,26,645
"[3.0, 7.0, 2.0]",firstperson,27,645
"[5.0, 6.0, 4.0]",thirdperson,28,645
"[1.0, 8.0, 3.0]",thirdperson,29,645
"[8.0, 2.0, 1.0]",firstperson,30,645
"[4.0, 3.0, 9.0]",thirdperson,31,645
"[2.0, 4.0, 6.0]",thirdperson,32,645
"[6.0, 1.0, 5.0]",firstperson,33,645
"[5.0, 9.0, 7.0]",thirdperson,34,645
"[3.0, 2.0, 8.0]",firstperson,35,645
"[1.0, 5.0, 4.0]",thirdperson,36,645
"[7.0, 6.0, 2.0]",firstperson,37,645
"[4.0, 8.0, 3.0]",thirdperson,38,645
"[2.0, 7.0, 1.0]",thirdperson,39,645
"[6.0, 4.0, 9.0]",firstperson,40,645
"[3.0, 6.0, 5.0]",firstperson,41,645
"[5.0, 3.0, 2.0]",thirdperson,42,645
"[1.0, 9.0, 8.0]",thirdperson,43,645
"[8.0, 5.0, 4.0]",firstperson,44,645
"[4.0, 2.0, 6.0]",thirdperson,45,645
"[2.0, 9.0, 7.0]",thirdperson,46,645
"[6.0, 8.0, 1.0]",firstperson,47,645
"[3.0, 4.0, 3.0]",firstperson,48,645
"[5.0, 1.0, 9.0]",thirdperson,49,645
"[1.0, 6.0, 5.0]",thirdperson,50,645
"[7.0, 3.0, 2.0]",firstperson,51,645
"[4.0, 5.0, 8.0]",thirdperson,52,645
"[2.0, 6.0, 4.0]",thirdperson,53,645
"[6.0, 2.0, 7.0]",firstperson,54,645
"[3.0, 8.0, 6.0]",firstperson,55,645
"[5.0, 4.0, 1.0]",thirdperson,56,645
"[1.0, 7.0, 3.0]",thirdperson,57,645
"[8.0, 9.0, 5.0]",firstperson,58,645
"[4.0, 1.0, 2.0]",thirdperson,59,645
"[2.0, 3.0, 9.0]",thirdperson,60,645
"[6.0, 5.0, 6.0]",firstperson,61,645
"[3.0, 2.0, 4.0]",firstperson,62,645
"[5.0, 8.0, 7.0]",thirdperson,63,645
"[1.0, 4.0, 6.0]",thirdperson,64,645
"[7.0, 2.0, 3.0]",firstperson,65,645
"[4.0, 9.0, 8.0]",thirdperson,66,645
"[2.0, 5.0, 1.0]",thirdperson,67,645
"[6.0, 7.0, 5.0]",firstperson,68,645
"[3.0, 6.0, 2.0]",firstperson,69,645
"[5.0, 3.0, 9.0]",thirdperson,70,645
"[1.0, 2.0, 8.0]",thirdperson,71,645
"[8.0, 4.0, 6.0]",firstperson,72,645
"[4.0, 7.0, 3.0]",thirdperson,73,645
"[2.0, 9.0, 4.0]",thirdperson,74,645
"[6.0, 1.0, 7.0]",firstperson,75,645
"[3.0, 5.0, 1.0]",firstperson,76,645
"[5.0, 6.0, 2.0]",thirdperson,77,645
"[1.0, 8.0, 5.0]",thirdperson,78,645
"[7.0, 3.0, 9.0]",firstperson,79,645
"[4.0, 2.0, 8.0]",thirdperson,80,645
"[2.0, 4.0, 5.0]",thirdperson,81,645
"[6.0, 9.0, 3.0]",firstperson,82,645
"[3.0, 7.0, 6.0]",firstperson,83,645
"[5.0, 1.0, 4.0]",thirdperson,84,645
"[1.0, 5.0, 2.0]",thirdperson,85,645
"[8.0, 6.0, 1.0]",firstperson,86,645
"[4.0, 8.0, 9.0]",thirdperson,87,645
"[2.0, 3.0, 2.0]",thirdperson,88,645
"[6.0, 4.0, 8.0]",firstperson,89,645
"[3.0, 2.0, 3.0]",firstperson,90,645
"[5.0, 7.0, 6.0]",thirdperson,91,645
"[1.0, 9.0, 1.0]",thirdperson,92,645
"[7.0, 5.0, 4.0]",firstperson,93,645
"[4.0, 3.0, 7.0]",thirdperson,94,645
"[2.0, 6.0, 9.0]",thirdperson,95,645
"[6.0, 8.0, 2.0]",firstperson,96,645
"[3.0, 9.0, 5.0]",firstperson,97,645
"[5.0, 2.0, 3.0]",thirdperson,98,645
"[1.0, 4.0, 8.0]",thirdperson,99,645
"[0.4, 2.0, 1.0]",textbooks,0,646
"[0.7, 3.0, 0.0]",historicalfiction,1,646
"[0.3, 1.0, 2.0]",textbooks,2,646
"[0.9, 4.0, 0.0]",historicalfiction,3,646
"[0.2, 2.0, 3.0]",textbooks,4,646
"[0.6, 3.0, 1.0]",historicalfiction,5,646
"[0.1, 1.0, 4.0]",textbooks,6,646
"[0.8, 4.0, 2.0]",historicalfiction,7,646
"[0.5, 2.0, 0.0]",textbooks,8,646
"[0.4, 3.0, 3.0]",historicalfiction,9,646
"[0.9, 1.0, 1.0]",textbooks,10,646
"[0.7, 4.0, 2.0]",historicalfiction,11,646
"[0.3, 2.0, 4.0]",textbooks,12,646
"[0.6, 3.0, 0.0]",historicalfiction,13,646
"[0.2, 1.0, 3.0]",textbooks,14,646
"[0.8, 4.0, 1.0]",historicalfiction,15,646
"[0.5, 2.0, 2.0]",textbooks,16,646
"[0.4, 3.0, 4.0]",historicalfiction,17,646
"[0.9, 1.0, 0.0]",textbooks,18,646
"[0.7, 4.0, 3.0]",historicalfiction,19,646
"[0.3, 2.0, 1.0]",textbooks,20,646
"[0.6, 3.0, 2.0]",historicalfiction,21,646
"[0.2, 1.0, 2.0]",textbooks,22,646
"[0.8, 4.0, 0.0]",historicalfiction,23,646
"[0.5, 2.0, 3.0]",textbooks,24,646
"[0.4, 3.0, 1.0]",historicalfiction,25,646
"[0.9, 1.0, 4.0]",textbooks,26,646
"[0.7, 4.0, 1.0]",historicalfiction,27,646
"[0.3, 2.0, 0.0]",textbooks,28,646
"[0.6, 3.0, 3.0]",historicalfiction,29,646
"[0.2, 1.0, 1.0]",textbooks,30,646
"[0.8, 4.0, 2.0]",historicalfiction,31,646
"[0.5, 2.0, 4.0]",textbooks,32,646
"[0.4, 3.0, 0.0]",historicalfiction,33,646
"[0.9, 1.0, 3.0]",textbooks,34,646
"[0.7, 4.0, 4.0]",historicalfiction,35,646
"[0.3, 2.0, 2.0]",textbooks,36,646
"[0.6, 3.0, 1.0]",historicalfiction,37,646
"[0.2, 1.0, 0.0]",textbooks,38,646
"[0.8, 4.0, 3.0]",historicalfiction,39,646
"[0.5, 2.0, 1.0]",textbooks,40,646
"[0.4, 3.0, 2.0]",historicalfiction,41,646
"[0.9, 1.0, 2.0]",textbooks,42,646
"[0.7, 4.0, 0.0]",historicalfiction,43,646
"[0.3, 2.0, 3.0]",textbooks,44,646
"[0.6, 3.0, 4.0]",historicalfiction,45,646
"[0.2, 1.0, 4.0]",textbooks,46,646
"[0.8, 4.0, 1.0]",historicalfiction,47,646
"[0.5, 2.0, 0.0]",textbooks,48,646
"[0.4, 3.0, 3.0]",historicalfiction,49,646
"[0.9, 1.0, 1.0]",textbooks,50,646
"[0.7, 4.0, 2.0]",historicalfiction,51,646
"[0.3, 2.0, 4.0]",textbooks,52,646
"[0.6, 3.0, 0.0]",historicalfiction,53,646
"[0.2, 1.0, 3.0]",textbooks,54,646
"[0.8, 4.0, 0.0]",historicalfiction,55,646
"[0.5, 2.0, 2.0]",textbooks,56,646
"[0.4, 3.0, 1.0]",historicalfiction,57,646
"[0.9, 1.0, 4.0]",textbooks,58,646
"[0.7, 4.0, 3.0]",historicalfiction,59,646
"[0.3, 2.0, 1.0]",textbooks,60,646
"[0.6, 3.0, 2.0]",historicalfiction,61,646
"[0.2, 1.0, 2.0]",textbooks,62,646
"[0.8, 4.0, 1.0]",historicalfiction,63,646
"[0.5, 2.0, 3.0]",textbooks,64,646
"[0.4, 3.0, 4.0]",historicalfiction,65,646
"[0.9, 1.0, 0.0]",textbooks,66,646
"[0.7, 4.0, 2.0]",historicalfiction,67,646
"[0.3, 2.0, 0.0]",textbooks,68,646
"[0.6, 3.0, 3.0]",historicalfiction,69,646
"[0.2, 1.0, 1.0]",textbooks,70,646
"[0.8, 4.0, 4.0]",historicalfiction,71,646
"[0.5, 2.0, 4.0]",textbooks,72,646
"[0.4, 3.0, 0.0]",historicalfiction,73,646
"[0.9, 1.0, 3.0]",textbooks,74,646
"[0.7, 4.0, 1.0]",historicalfiction,75,646
"[0.3, 2.0, 2.0]",textbooks,76,646
"[0.6, 3.0, 1.0]",historicalfiction,77,646
"[0.2, 1.0, 0.0]",textbooks,78,646
"[0.8, 4.0, 3.0]",historicalfiction,79,646
"[0.5, 2.0, 1.0]",textbooks,80,646
"[0.4, 3.0, 2.0]",historicalfiction,81,646
"[0.9, 1.0, 2.0]",textbooks,82,646
"[0.7, 4.0, 0.0]",historicalfiction,83,646
"[0.3, 2.0, 3.0]",textbooks,84,646
"[0.6, 3.0, 4.0]",historicalfiction,85,646
"[0.2, 1.0, 4.0]",textbooks,86,646
"[0.8, 4.0, 1.0]",historicalfiction,87,646
"[0.5, 2.0, 0.0]",textbooks,88,646
"[0.4, 3.0, 3.0]",historicalfiction,89,646
"[0.9, 1.0, 1.0]",textbooks,90,646
"[0.7, 4.0, 2.0]",historicalfiction,91,646
"[0.3, 2.0, 4.0]",textbooks,92,646
"[0.6, 3.0, 0.0]",historicalfiction,93,646
"[0.2, 1.0, 3.0]",textbooks,94,646
"[0.8, 4.0, 0.0]",historicalfiction,95,646
"[0.5, 2.0, 2.0]",textbooks,96,646
"[0.4, 3.0, 1.0]",historicalfiction,97,646
"[0.9, 1.0, 4.0]",textbooks,98,646
"[0.7, 4.0, 3.0]",historicalfiction,99,646
"[12.0, 8.0, 250.0]",novella,0,647
"[15.0, 10.0, 320.0]",novella,1,647
"[10.0, 12.0, 180.0]",novella,2,647
"[18.0, 9.0, 400.0]",novel,3,647
"[14.0, 11.0, 280.0]",novella,4,647
"[12.0, 7.0, 220.0]",novella,5,647
"[19.0, 13.0, 420.0]",novel,6,647
"[11.0, 10.0, 200.0]",novella,7,647
"[16.0, 12.0, 360.0]",novel,8,647
"[13.0, 8.0, 240.0]",novella,9,647
"[17.0, 11.0, 380.0]",novel,10,647
"[10.0, 9.0, 190.0]",novella,11,647
"[14.0, 13.0, 300.0]",novella,12,647
"[15.0, 10.0, 330.0]",novella,13,647
"[18.0, 12.0, 410.0]",novel,14,647
"[11.0, 8.0, 210.0]",novella,15,647
"[13.0, 11.0, 270.0]",novella,16,647
"[16.0, 9.0, 350.0]",novel,17,647
"[12.0, 13.0, 290.0]",novella,18,647
"[19.0, 14.0, 440.0]",novel,19,647
"[10.0, 10.0, 230.0]",novella,20,647
"[15.0, 12.0, 310.0]",novella,21,647
"[14.0, 9.0, 260.0]",novella,22,647
"[17.0, 13.0, 390.0]",novel,23,647
"[11.0, 11.0, 250.0]",novella,24,647
"[16.0, 10.0, 340.0]",novel,25,647
"[13.0, 8.0, 280.0]",novella,26,647
"[18.0, 14.0, 450.0]",novel,27,647
"[12.0, 9.0, 220.0]",novella,28,647
"[15.0, 13.0, 320.0]",novella,29,647
"[10.0, 12.0, 240.0]",novella,30,647
"[19.0, 15.0, 460.0]",novel,31,647
"[14.0, 11.0, 300.0]",novella,32,647
"[16.0, 12.0, 370.0]",novel,33,647
"[11.0, 10.0, 270.0]",novella,34,647
"[17.0, 14.0, 400.0]",novel,35,647
"[13.0, 9.0, 290.0]",novella,36,647
"[15.0, 11.0, 330.0]",novella,37,647
"[18.0, 13.0, 430.0]",novel,38,647
"[12.0, 8.0, 260.0]",novella,39,647
"[19.0, 16.0, 480.0]",novel,40,647
"[10.0, 13.0, 250.0]",novella,41,647
"[16.0, 11.0, 360.0]",novel,42,647
"[14.0, 10.0, 310.0]",novella,43,647
"[17.0, 15.0, 410.0]",novel,44,647
"[11.0, 12.0, 280.0]",novella,45,647
"[15.0, 9.0, 300.0]",novella,46,647
"[18.0, 14.0, 440.0]",novel,47,647
"[13.0, 11.0, 320.0]",novella,48,647
"[19.0, 17.0, 490.0]",novel,49,647
"[12.0, 10.0, 270.0]",novella,50,647
"[16.0, 13.0, 390.0]",novel,51,647
"[10.0, 11.0, 240.0]",novella,52,647
"[17.0, 16.0, 420.0]",novel,53,647
"[14.0, 12.0, 330.0]",novella,54,647
"[15.0, 10.0, 350.0]",novel,55,647
"[11.0, 9.0, 290.0]",novella,56,647
"[18.0, 15.0, 460.0]",novel,57,647
"[13.0, 13.0, 340.0]",novella,58,647
"[19.0, 18.0, 500.0]",novel,59,647
"[10.0, 10.0, 230.0]",novella,60,647
"[16.0, 14.0, 380.0]",novel,61,647
"[14.0, 11.0, 300.0]",novella,62,647
"[17.0, 17.0, 430.0]",novel,63,647
"[11.0, 12.0, 280.0]",novella,64,647
"[15.0, 13.0, 360.0]",novella,65,647
"[18.0, 16.0, 480.0]",novel,66,647
"[13.0, 10.0, 310.0]",novella,67,647
"[19.0, 19.0, 510.0]",novel,68,647
"[10.0, 11.0, 250.0]",novella,69,647
"[16.0, 15.0, 400.0]",novel,70,647
"[14.0, 12.0, 330.0]",novella,71,647
"[17.0, 18.0, 450.0]",novel,72,647
"[11.0, 13.0, 290.0]",novella,73,647
"[15.0, 14.0, 380.0]",novella,74,647
"[18.0, 17.0, 490.0]",novel,75,647
"[13.0, 11.0, 320.0]",novella,76,647
"[19.0, 20.0, 520.0]",novel,77,647
"[10.0, 12.0, 260.0]",novella,78,647
"[16.0, 16.0, 410.0]",novel,79,647
"[14.0, 13.0, 340.0]",novella,80,647
"[17.0, 19.0, 460.0]",novel,81,647
"[11.0, 14.0, 300.0]",novella,82,647
"[15.0, 15.0, 390.0]",novella,83,647
"[18.0, 18.0, 500.0]",novel,84,647
"[13.0, 12.0, 330.0]",novella,85,647
"[19.0, 21.0, 530.0]",novel,86,647
"[10.0, 13.0, 270.0]",novella,87,647
"[16.0, 17.0, 420.0]",novel,88,647
"[14.0, 14.0, 350.0]",novella,89,647
"[17.0, 20.0, 470.0]",novel,90,647
"[11.0, 15.0, 310.0]",novella,91,647
"[15.0, 16.0, 400.0]",novella,92,647
"[18.0, 19.0, 510.0]",novel,93,647
"[13.0, 13.0, 340.0]",novella,94,647
"[19.0, 22.0, 540.0]",novel,95,647
"[10.0, 14.0, 280.0]",novella,96,647
"[16.0, 18.0, 430.0]",novel,97,647
"[14.0, 15.0, 360.0]",novella,98,647
"[17.0, 21.0, 480.0]",novel,99,647
"[4.0, 7.0, 3.0]",rock,0,648
"[5.0, 5.0, 2.0]",pop,1,648
"[3.0, 9.0, 4.0]",rock,2,648
"[6.0, 3.0, 1.0]",pop,3,648
"[8.0, 6.0, 5.0]",rock,4,648
"[2.0, 8.0, 6.0]",rock,5,648
"[7.0, 2.0, 3.0]",pop,6,648
"[9.0, 4.0, 7.0]",rock,7,648
"[1.0, 6.0, 2.0]",pop,8,648
"[5.0, 9.0, 8.0]",rock,9,648
"[4.0, 1.0, 6.0]",pop,10,648
"[6.0, 8.0, 4.0]",rock,11,648
"[3.0, 5.0, 1.0]",pop,12,648
"[8.0, 3.0, 9.0]",rock,13,648
"[2.0, 4.0, 7.0]",pop,14,648
